Frame,Time (Seconds),X10_B1,Y,Z,X,Y,Z,X10_B2,Y10_B2,Z10_B2
9283,25.786111,-259.606049,1451.433838,109.214554,,,,,,
9284,25.788889,-259.599274,1451.427734,109.206535,,,,,,
9285,25.791667,-259.670135,1451.407104,109.145325,,,,,,
9286,25.794444,-259.726685,1451.241089,109.142014,,,,,,
9287,25.797222,-258.528625,1449.622803,109.22612,,,,,,
9288,25.8,-259.682617,1451.223267,109.1912,,,,,,
9289,25.802778,-260.629639,1448.958252,108.626442,,,,,,
9290,25.805556,-259.612488,1450.677246,107.330666,,,,,,
9291,25.808333,-259.244537,1449.695557,109.455193,,,,,,
9292,25.811111,-260.85495,1450.526123,108.496208,,,,,,
9293,25.813889,-259.607391,1450.672607,107.34745,,,,,,
9294,25.816667,-258.628723,1449.428833,109.234322,,,,,,
9295,25.819444,-260.175903,1450.79126,108.853218,,,,,,
9296,25.822222,-259.535614,1450.245239,107.690399,,,,,,
9297,25.825,-258.628204,1449.457886,109.204285,,,,,,
9298,25.827778,-260.490234,1450.750854,108.630981,,,,,,
9299,25.830556,-258.626465,1449.480957,109.199394,,,,,,
9300,25.833333,-260.738861,1448.966309,108.65818,,,,,,
9301,25.836111,-259.588776,1450.583252,107.367226,,,,,,
9302,25.838889,-258.602203,1449.605957,109.2211,,,,,,
9303,25.841667,-259.646454,1451.261597,109.217087,,,,,,
9304,25.844444,-259.659851,1451.741455,109.154221,,,,,,
9305,25.847222,-259.654114,1451.746826,109.151932,,,,,,
9306,25.85,-258.57486,1449.70105,109.225105,,,,,,
9307,25.852778,-259.625397,1451.444946,109.216736,,,,,,
9308,25.855556,-259.62384,1451.448242,109.22995,,,,,,
9309,25.858333,-259.663086,1451.767334,109.173843,,,,,,
9310,25.861111,-259.67215,1451.761719,109.179436,,,,,,
9311,25.863889,-259.71286,1451.418823,109.182434,,,,,,
9312,25.866667,-259.677765,1451.56311,109.205727,,,,,,
9313,25.869444,-259.713257,1451.415405,109.192261,,,,,,
9314,25.872222,-259.694916,1451.743774,109.173615,,,,,,
9315,25.875,-259.697998,1451.408936,109.212646,,,,,,
9316,25.877778,-259.686554,1451.402344,109.231331,,,,,,
9317,25.880556,-259.79245,1451.210205,109.175049,,,,,,
9318,25.883333,-259.686798,1450.770386,107.793633,,,,,,
9319,25.886111,-258.606323,1449.556396,109.252449,,,,,,
9320,25.888889,-259.780975,1451.194092,109.200356,,,,,,
9321,25.891667,-259.891388,1450.948853,109.143097,,,,,,
9322,25.894444,-260.506744,1450.752441,108.727974,,,,,,
9323,25.897222,-258.620789,1449.525391,109.2388,,,,,,
9324,25.9,-259.738251,1451.224121,109.231071,,,,,,
9325,25.902778,-258.596069,1449.597656,109.266586,,,,,,
9326,25.905556,-258.722565,1449.545288,109.216408,,,,,,
9327,25.908333,-259.732361,1451.211182,109.226875,,,,,,
9328,25.911111,-259.748505,1451.206665,109.213882,,,,,,
9329,25.913889,-259.7547,1451.200439,109.197731,,,,,,
9330,25.916667,-259.746002,1451.213745,109.218956,,,,,,
9331,25.919444,-259.71402,1451.744507,109.185593,,,,,,
9332,25.922222,-260.633911,1449.112183,108.634537,,,,,,
9333,25.925,-258.651062,1449.600098,109.238739,,,,,,
9334,25.927778,-258.613647,1449.669189,109.24028,,,,,,
9335,25.930556,-260.550079,1449.135986,108.552498,,,,,,
9336,25.933333,-259.662262,1450.607422,107.422699,,,,,,
9337,25.936111,-258.707794,1449.649902,109.224968,,,,,,
9338,25.938889,-260.537018,1449.135864,108.530197,,,,,,
9339,25.941667,-259.952393,1452.552368,106.668327,,,,,,
9340,25.944444,-259.62204,1452.651245,106.62693,,,,,,
9341,25.947222,-258.245239,1449.11499,108.997734,,,,,,
9342,25.95,-258.70932,1449.639526,109.248055,,,,,,
9343,25.952778,-258.676361,1449.66687,109.269615,,,,,,
9344,25.955556,-259.94931,1452.6875,106.653107,,,,,,
9345,25.958333,-259.613525,1452.755127,106.509056,,,,,,
9346,25.961111,-258.60437,1449.634033,109.282974,,,,,,
9347,25.963889,-259.849731,1451.215088,109.193573,,,,,,
9348,25.966667,-260.663177,1449.189941,108.647774,,,,,,
9349,25.969444,-258.726959,1449.598999,109.237213,,,,,,
9350,25.972222,-258.704437,1449.644531,109.27121,,,,,,
9351,25.975,-258.710968,1449.709839,109.289665,,,,,,
9352,25.977778,-258.695129,1449.647095,109.255119,,,,,,
9353,25.980556,-258.722351,1449.611206,109.200012,,,,,,
9354,25.983333,-258.721863,1449.62146,109.208542,,,,,,
9355,25.986111,-258.718567,1449.662354,109.242897,,,,,,
9356,25.988889,-258.71701,1449.679688,109.249191,,,,,,
9357,25.991667,-258.715088,1449.672607,109.24585,,,,,,
9358,25.994444,-258.739105,1449.645264,109.199341,,,,,,
9359,25.997222,-258.731171,1449.635986,109.187737,,,,,,
9360,26,-258.73941,1449.646118,109.194778,,,,,,
9361,26.002778,-258.740204,1449.656128,109.199059,,,,,,
9362,26.005556,-258.723755,1449.645264,109.211411,,,,,,
9363,26.008333,-258.745392,1449.640259,109.201942,,,,,,
9364,26.011111,-258.744202,1449.634399,109.215462,,,,,,
9365,26.013889,-258.75296,1449.616699,109.215271,,,,,,
9366,26.016667,-258.747925,1449.618408,109.226433,,,,,,
9367,26.019444,-258.743103,1449.606812,109.233925,,,,,,
9368,26.022222,-258.670197,1449.639404,109.265808,,,,,,
9369,26.025,-260.571075,1449.037109,108.542542,,,,,,
9370,26.027778,-259.750061,1450.459229,107.491882,,,,,,
9371,26.030556,-258.726715,1449.587769,109.285393,,,,,,
9372,26.033333,-259.862885,1451.130493,109.243187,,,,,,
9373,26.036111,-258.768066,1449.587524,109.287483,,,,,,
9374,26.038889,-260.605225,1448.983398,108.572395,,,,,,
9375,26.041667,-259.832947,1450.716187,107.408096,,,,,,
9376,26.044444,-258.78302,1449.59082,109.291115,,,,,,
9377,26.047222,-258.776367,1449.591064,109.301201,,,,,,
9378,26.05,-260.706909,1449.140381,108.662682,,,,,,
9379,26.052778,-258.797821,1449.552734,109.247681,,,,,,
9380,26.055556,-260.58786,1449.010376,108.526535,,,,,,
9381,26.058333,-259.849426,1451.010498,107.37027,,,,,,
9382,26.061111,-258.78714,1449.573242,109.245415,,,,,,
9383,26.063889,-260.302155,1451.183716,108.885445,,,,,,
9384,26.066667,-258.786987,1449.597046,109.23394,,,,,,
9385,26.069444,-260.270905,1451.19397,108.906944,,,,,,
9386,26.072222,-258.779999,1449.640991,109.228645,,,,,,
9387,26.075,-258.77771,1449.680176,109.272461,,,,,,
9388,26.077778,-260.57959,1451.141846,108.708542,,,,,,
9389,26.080556,-258.767822,1449.793457,109.367027,,,,,,
9390,26.083333,-258.794281,1449.718018,109.282707,,,,,,
9391,26.086111,-258.796936,1449.713135,109.295082,,,,,,
9392,26.088889,-258.787018,1449.79895,109.381554,,,,,,
9393,26.091667,-258.78717,1449.671753,109.311356,,,,,,
9394,26.094444,-258.799255,1449.656372,109.311401,,,,,,
9395,26.097222,-258.795959,1449.636841,109.31559,,,,,,
9396,26.1,-258.799835,1449.61377,109.324631,,,,,,
9397,26.102778,-258.821716,1449.59668,109.319908,,,,,,
9398,26.105556,-258.815582,1449.580078,109.328667,,,,,,
9399,26.108333,-258.807312,1449.688843,109.401756,,,,,,
9400,26.111111,-258.800995,1449.670654,109.397133,,,,,,
9401,26.113889,-258.829803,1449.548096,109.342033,,,,,,
9402,26.116667,-258.809082,1449.669434,109.397392,,,,,,
9403,26.119444,-258.829987,1449.531006,109.33609,,,,,,
9404,26.122222,-258.809326,1449.657227,109.399345,,,,,,
9405,26.125,-258.830383,1449.526733,109.343803,,,,,,
9406,26.127778,-258.845032,1449.54895,109.314003,,,,,,
9407,26.130556,-258.843536,1449.497437,109.316452,,,,,,
9408,26.133333,-258.835907,1449.545288,109.334778,,,,,,
9409,26.136111,-260.690308,1448.964722,108.559029,,,,,,
9410,26.138889,-259.812775,1450.395386,107.503822,,,,,,
9411,26.141667,-258.865356,1449.534302,109.284416,,,,,,
9412,26.144444,-258.830841,1449.590942,109.321342,,,,,,
9413,26.147222,-258.828064,1449.60376,109.311745,,,,,,
9414,26.15,-260.036133,1451.161133,109.132706,,,,,,
9415,26.152778,-259.952911,1451.182739,109.206093,,,,,,
9416,26.155556,-260.207153,1451.233032,109.179466,,,,,,
9417,26.158333,-259.890381,1451.251343,109.284065,,,,,,
9418,26.161111,-259.876404,1451.259399,109.322044,,,,,,
9419,26.163889,-259.896423,1451.25354,109.295799,,,,,,
9420,26.166667,-259.885071,1451.253662,109.321541,,,,,,
9421,26.169444,-259.878448,1451.260986,109.327156,,,,,,
9422,26.172222,-258.866425,1449.635986,109.301651,,,,,,
9423,26.175,-258.887787,1449.610718,109.303627,,,,,,
9424,26.177778,-258.86676,1449.615967,109.312614,,,,,,
9425,26.180556,-258.851318,1449.663086,109.338028,,,,,,
9426,26.183333,-258.896332,1449.584961,109.327507,,,,,,
9427,26.186111,-259.943207,1450.593384,107.916222,,,,,,
9428,26.188889,-258.883972,1449.597412,109.324554,,,,,,
9429,26.191667,-258.904572,1449.563965,109.334282,,,,,,
9430,26.194444,-258.886658,1449.679199,109.391548,,,,,,
9431,26.197222,-258.904266,1449.543457,109.337044,,,,,,
9432,26.2,-258.910065,1449.52771,109.327469,,,,,,
9433,26.202778,-258.926605,1449.533691,109.334602,,,,,,
9434,26.205556,-258.914551,1449.509766,109.340683,,,,,,
9435,26.208333,-259.955719,1450.578003,107.927795,,,,,,
9436,26.211111,-258.911652,1449.505249,109.342781,,,,,,
9437,26.213889,-260.80957,1449.075439,108.660431,,,,,,
9438,26.216667,-258.896301,1449.647827,109.380043,,,,,,
9439,26.219444,-260.714111,1448.978638,108.571533,,,,,,
9440,26.222222,-259.819916,1450.714111,107.417229,,,,,,
9441,26.225,-260.747986,1450.769531,108.716888,,,,,,
9442,26.227778,-260.834778,1449.329102,108.626663,,,,,,
9443,26.230556,-259.783936,1450.329712,107.537041,,,,,,
9444,26.233333,-261.004517,1449.377441,108.769608,,,,,,
9445,26.236111,-259.772736,1450.544922,107.521309,,,,,,
9446,26.238889,-258.943359,1449.770264,109.290054,,,,,,
9447,26.241667,-259.852539,1451.418091,109.338974,,,,,,
9448,26.244444,-259.822571,1450.57959,107.757744,,,,,,
9449,26.247222,-259.803894,1450.72229,107.726364,,,,,,
9450,26.25,-259.814728,1450.719238,107.733353,,,,,,
9451,26.252778,-258.885712,1449.633179,109.353386,,,,,,
9452,26.255556,-259.950439,1450.769043,107.899231,,,,,,
9453,26.258333,-259.951508,1450.77356,107.911057,,,,,,
9454,26.261111,-259.970642,1450.778442,107.905884,,,,,,
9455,26.263889,-259.984863,1450.645264,107.95665,,,,,,
9456,26.266667,-259.963745,1450.774048,107.926773,,,,,,
9457,26.269444,-260.005768,1450.874634,107.887779,,,,,,
9458,26.272222,-260.005371,1450.775146,107.890518,,,,,,
9459,26.275,-260.036713,1450.88147,107.842117,,,,,,
9460,26.277778,-259.985565,1450.765869,107.927635,,,,,,
9461,26.280556,-259.993774,1450.755005,107.935257,,,,,,
9462,26.283333,-259.996521,1450.754028,107.925636,,,,,,
9463,26.286111,-259.993988,1450.747192,107.910057,,,,,,
9464,26.288889,-260.059387,1451.004761,107.837929,,,,,,
9465,26.291667,-260.010376,1450.611694,107.95504,,,,,,
9466,26.294444,-258.958923,1449.630005,109.330025,,,,,,
9467,26.297222,-259.193878,1449.646362,109.466896,,,,,,
9468,26.3,-259.9422,1451.225342,109.376244,,,,,,
9469,26.302778,-259.876068,1450.558594,107.772919,,,,,,
9470,26.305556,-259.867706,1450.559082,107.772774,,,,,,
9471,26.308333,-258.989166,1449.759399,109.30999,,,,,,
9472,26.311111,-261.175201,1449.368164,108.808388,,,,,,
9473,26.313889,-259.849884,1450.623535,107.535645,,,,,,
9474,26.316667,-261.176819,1450.596802,108.598869,,,,,,
9475,26.319444,-259.848816,1450.620972,107.562668,,,,,,
9476,26.322222,-258.914825,1449.797607,109.314041,,,,,,
9477,26.325,-259.970978,1451.235229,109.39122,,,,,,
9478,26.327778,-259.977966,1451.218506,109.379929,,,,,,
9479,26.330556,-259.9776,1451.211304,109.395157,,,,,,
9480,26.333333,-260.009583,1451.196899,109.374718,,,,,,
9481,26.336111,-259.981171,1451.2052,109.407654,,,,,,
9482,26.338889,-259.998993,1451.194214,109.403023,,,,,,
9483,26.341667,-258.960815,1449.558594,109.400208,,,,,,
9484,26.344444,-258.967926,1449.566528,109.398514,,,,,,
9485,26.347222,-258.973602,1449.56604,109.39283,,,,,,
9486,26.35,-258.972107,1449.563599,109.401207,,,,,,
9487,26.352778,-258.977173,1449.562988,109.402908,,,,,,
9488,26.355556,-258.977295,1449.569336,109.403702,,,,,,
9489,26.358333,-258.94693,1449.602051,109.414673,,,,,,
9490,26.361111,-258.997345,1449.56604,109.399925,,,,,,
9491,26.363889,-259.003235,1449.57312,109.3983,,,,,,
9492,26.366667,-259.00589,1449.578979,109.384865,,,,,,
9493,26.369444,-259.991302,1451.211304,109.421516,,,,,,
9494,26.372222,-260.000122,1451.210815,109.42231,,,,,,
9495,26.375,-259.988739,1451.22583,109.429138,,,,,,
9496,26.377778,-259.98941,1451.220215,109.421013,,,,,,
9497,26.380556,-260.002899,1451.227417,109.415436,,,,,,
9498,26.383333,-260.244843,1451.219116,109.338631,,,,,,
9499,26.386111,-259.997284,1451.235474,109.423294,,,,,,
9500,26.388889,-260.007935,1451.237793,109.411827,,,,,,
9501,26.391667,-260.000153,1451.233032,109.410446,,,,,,
9502,26.394444,-259.9935,1451.255493,109.430939,,,,,,
9503,26.397222,-260.01651,1451.23645,109.4105,,,,,,
9504,26.4,-260.002808,1451.234253,109.417427,,,,,,
9505,26.402778,-260.007751,1451.233032,109.41732,,,,,,
9506,26.405556,-260.012665,1451.231934,109.422485,,,,,,
9507,26.408333,-260.220306,1451.210571,109.375099,,,,,,
9508,26.411111,-260.012238,1451.726685,109.345634,,,,,,
9509,26.413889,-260.233887,1451.16626,109.260628,,,,,,
9510,26.416667,-260.239441,1451.153442,109.259422,,,,,,
9511,26.419444,-258.968048,1449.528809,109.433243,,,,,,
9512,26.422222,-258.959503,1449.527466,109.436493,,,,,,
9513,26.425,-258.980652,1449.516113,109.432312,,,,,,
9514,26.427778,-258.98291,1449.516357,109.434921,,,,,,
9515,26.430556,-258.996002,1449.516724,109.439499,,,,,,
9516,26.433333,-258.959808,1449.640137,109.499199,,,,,,
9517,26.436111,-258.991455,1449.513916,109.442131,,,,,,
9518,26.438889,-259.008484,1449.51355,109.434204,,,,,,
9519,26.441667,-259.013367,1449.51062,109.439072,,,,,,
9520,26.444444,-259.016724,1449.522583,109.42952,,,,,,
9521,26.447222,-258.991486,1449.672241,109.478645,,,,,,
9522,26.45,-259.022217,1449.541016,109.428993,,,,,,
9523,26.452778,-258.994354,1449.692261,109.476959,,,,,,
9524,26.455556,-260.922577,1449.160767,108.792221,,,,,,
9525,26.458333,-259.009064,1449.692139,109.43882,,,,,,
9526,26.461111,-260.183746,1451.243774,109.411385,,,,,,
9527,26.463889,-260.002625,1451.242065,109.420967,,,,,,
9528,26.466667,-259.952881,1451.242676,109.403229,,,,,,
9529,26.469444,-260.057953,1451.748291,109.403336,,,,,,
9530,26.472222,-259.996429,1451.269775,109.446159,,,,,,
9531,26.475,-259.999084,1451.270508,109.433426,,,,,,
9532,26.477778,-260.1651,1451.275024,109.426079,,,,,,
9533,26.480556,-260.172272,1451.263428,109.414154,,,,,,
9534,26.483333,-260.105743,1451.655029,109.469139,,,,,,
9535,26.486111,-260.097412,1451.648193,109.458008,,,,,,
9536,26.488889,-259.02478,1449.66272,109.456612,,,,,,
9537,26.491667,-260.958344,1449.20166,108.830887,,,,,,
9538,26.494444,-259.005798,1449.686523,109.447342,,,,,,
9539,26.497222,-259.007477,1449.602783,109.467407,,,,,,
9540,26.5,-260.94281,1449.139404,108.816193,,,,,,
9541,26.502778,-260.07959,1450.708496,107.545975,,,,,,
9542,26.505556,-259.053345,1449.485596,109.431252,,,,,,
9543,26.508333,-259.01825,1449.618164,109.478142,,,,,,
9544,26.511111,-260.901215,1448.906494,108.725471,,,,,,
9545,26.513889,-260.001587,1450.314209,107.662865,,,,,,
9546,26.516667,-259.029236,1449.51355,109.458466,,,,,,
9547,26.519444,-259,1449.665771,109.499359,,,,,,
9548,26.522222,-258.98468,1449.651978,109.511909,,,,,,
9549,26.525,-258.985657,1449.663696,109.520378,,,,,,
9550,26.527778,-258.992249,1449.665527,109.514198,,,,,,
9551,26.530556,-259.027679,1449.574341,109.446815,,,,,,
9552,26.533333,-258.990601,1449.696777,109.523125,,,,,,
9553,26.536111,-259.000458,1449.741577,109.515976,,,,,,
9554,26.538889,-259.010742,1449.757324,109.510925,,,,,,
9555,26.541667,-259.006439,1449.758057,109.529823,,,,,,
9556,26.544444,-259.011658,1449.766357,109.527412,,,,,,
9557,26.547222,-260.237396,1451.449097,109.411491,,,,,,
9558,26.55,-260.287506,1451.268555,109.395439,,,,,,
9559,26.552778,-260.129822,1451.78125,109.437119,,,,,,
9560,26.555556,-260.357605,1451.242798,109.356865,,,,,,
9561,26.558333,-260.062531,1451.734375,109.473175,,,,,,
9562,26.561111,-260.241699,1451.249512,109.440376,,,,,,
9563,26.563889,-260.239685,1451.246338,109.505447,,,,,,
9564,26.566667,-260.262848,1451.226196,109.500725,,,,,,
9565,26.569444,-260.305695,1451.214355,109.476318,,,,,,
9566,26.572222,-260.328247,1451.216919,109.409531,,,,,,
9567,26.575,-261.057373,1449.203979,108.87825,,,,,,
9568,26.577778,-260.110138,1450.665161,107.644951,,,,,,
9569,26.580556,-260.095642,1450.486938,108.21286,,,,,,
9570,26.583333,-260.113525,1450.345215,108.231064,,,,,,
9571,26.586111,-260.107697,1450.484375,108.204895,,,,,,
9572,26.588889,-260.128967,1450.336304,108.23661,,,,,,
9573,26.591667,-260.115936,1450.472046,108.199707,,,,,,
9574,26.594444,-260.114075,1450.488037,108.202927,,,,,,
9575,26.597222,-259.074799,1449.529541,109.465019,,,,,,
9576,26.6,-259.040375,1449.655029,109.531754,,,,,,
9577,26.602778,-259.074585,1449.516357,109.488464,,,,,,
9578,26.605556,-259.083496,1449.536499,109.452728,,,,,,
9579,26.608333,-259.038361,1449.659302,109.528107,,,,,,
9580,26.611111,-259.046783,1449.669067,109.531174,,,,,,
9581,26.613889,-259.047516,1449.672607,109.535973,,,,,,
9582,26.616667,-259.072723,1449.547363,109.486008,,,,,,
9583,26.619444,-259.046295,1449.689697,109.528893,,,,,,
9584,26.622222,-259.049988,1449.703247,109.530968,,,,,,
9585,26.625,-259.092194,1449.602539,109.46109,,,,,,
9586,26.627778,-259.054291,1449.731812,109.528175,,,,,,
9587,26.630556,-259.073517,1449.610474,109.478439,,,,,,
9588,26.633333,-259.055573,1449.756714,109.531006,,,,,,
9589,26.636111,-259.083801,1449.65979,109.463585,,,,,,
9590,26.638889,-260.127319,1451.725952,109.448799,,,,,,
9591,26.641667,-260.057281,1451.421997,109.489532,,,,,,
9592,26.644444,-260.119324,1451.229492,109.51078,,,,,,
9593,26.647222,-260.098022,1451.394775,109.515541,,,,,,
9594,26.65,-260.131866,1451.703125,109.452309,,,,,,
9595,26.652778,-260.277802,1451.191284,109.507401,,,,,,
9596,26.655556,-260.127411,1450.29834,107.942863,,,,,,
9597,26.658333,-259.374115,1449.675415,109.633644,,,,,,
9598,26.661111,-259.365723,1449.53186,109.571091,,,,,,
9599,26.663889,-260.147552,1450.254639,107.940063,,,,,,
9600,26.666667,-260.202179,1450.661621,107.847336,,,,,,
9601,26.669444,-259.405334,1449.637451,109.656013,,,,,,
9602,26.672222,-260.220673,1450.653198,107.847588,,,,,,
9603,26.675,-259.163757,1449.464111,109.478943,,,,,,
9604,26.677778,-260.984161,1448.914673,108.758522,,,,,,
9605,26.680556,-260.189117,1450.218506,107.701347,,,,,,
9606,26.683333,-259.282745,1449.614014,109.585922,,,,,,
9607,26.686111,-260.971619,1448.930786,108.752083,,,,,,
9608,26.688889,-260.190918,1450.259644,107.702728,,,,,,
9609,26.691667,-261.269501,1450.785034,108.958084,,,,,,
9610,26.694444,-261.089996,1449.304321,108.834259,,,,,,
9611,26.697222,-260.071503,1450.7146,107.578552,,,,,,
9612,26.7,-260.169312,1451.214722,109.541451,,,,,,
9613,26.702778,-260.175903,1451.216309,109.55574,,,,,,
9614,26.705556,-260.309082,1451.228638,109.52713,,,,,,
9615,26.708333,-260.313538,1451.250244,109.51606,,,,,,
9616,26.711111,-260.172363,1451.749512,109.45047,,,,,,
9617,26.713889,-260.114655,1451.236572,109.500656,,,,,,
9618,26.716667,-260.311066,1451.250122,109.499863,,,,,,
9619,26.719444,-260.171204,1451.250732,109.534019,,,,,,
9620,26.722222,-260.298218,1451.241455,109.523415,,,,,,
9621,26.725,-260.327118,1451.226807,109.516182,,,,,,
9622,26.727778,-260.130096,1451.20459,109.508423,,,,,,
9623,26.730556,-260.124573,1451.191528,109.526482,,,,,,
9624,26.733333,-260.287903,1451.365967,109.519821,,,,,,
9625,26.736111,-259.104614,1449.714966,109.544533,,,,,,
9626,26.738889,-261.335876,1449.102661,108.959671,,,,,,
9627,26.741667,-260.401337,1450.590454,108.039696,,,,,,
9628,26.744444,-260.404633,1450.577637,108.049362,,,,,,
9629,26.747222,-260.405487,1450.564087,108.043831,,,,,,
9630,26.75,-260.411865,1450.573975,108.044693,,,,,,
9631,26.752778,-260.314758,1450.347656,108.257385,,,,,,
9632,26.755556,-260.42511,1450.564087,108.068184,,,,,,
9633,26.758333,-260.345551,1450.579468,108.035873,,,,,,
9634,26.761111,-260.819855,1450.918091,109.348663,,,,,,
9635,26.763889,-260.257751,1450.349243,108.251633,,,,,,
9636,26.766667,-260.31546,1451.203125,109.709167,,,,,,
9637,26.769444,-260.32724,1451.210693,109.704102,,,,,,
9638,26.772222,-260.269806,1451.211182,109.675362,,,,,,
9639,26.775,-260.278473,1451.218994,109.667328,,,,,,
9640,26.777778,-260.27243,1451.224609,109.674477,,,,,,
9641,26.780556,-260.323151,1451.26001,109.690521,,,,,,
9642,26.783333,-260.276062,1451.258789,109.658371,,,,,,
9643,26.786111,-260.269043,1451.275879,109.656792,,,,,,
9644,26.788889,-260.312805,1451.28186,109.685547,,,,,,
9645,26.791667,-260.257874,1451.275146,109.64209,,,,,,
9646,26.794444,-260.267792,1451.27063,109.652969,,,,,,
9647,26.797222,-260.266846,1451.260742,109.638519,,,,,,
9648,26.8,-260.260803,1451.259888,109.641197,,,,,,
9649,26.802778,-260.264465,1451.253296,109.637688,,,,,,
9650,26.805556,-260.309692,1451.266846,109.675125,,,,,,
9651,26.808333,-260.449585,1451.105103,109.388336,,,,,,
9652,26.811111,-260.342133,1451.432617,109.425423,,,,,,
9653,26.813889,-260.238251,1451.405029,109.610397,,,,,,
9654,26.816667,-260.393524,1450.750488,108.014618,,,,,,
9655,26.819444,-259.105103,1449.687012,109.543907,,,,,,
9656,26.822222,-259.134277,1449.533569,109.502022,,,,,,
9657,26.825,-259.149597,1449.536011,109.512787,,,,,,
9658,26.827778,-259.151093,1449.528198,109.51355,,,,,,
9659,26.830556,-259.154236,1449.532959,109.517448,,,,,,
9660,26.833333,-259.152466,1449.52417,109.517921,,,,,,
9661,26.836111,-261.155518,1450.698975,108.983803,,,,,,
9662,26.838889,-260.261108,1450.385376,107.951462,,,,,,
9663,26.841667,-260.290771,1450.257202,107.977951,,,,,,
9664,26.844444,-260.285065,1450.260132,107.980652,,,,,,
9665,26.847222,-260.295074,1450.261475,107.983162,,,,,,
9666,26.85,-260.332306,1450.357788,108.262764,,,,,,
9667,26.852778,-260.312714,1450.532227,107.898941,,,,,,
9668,26.855556,-260.31076,1450.538208,107.900398,,,,,,
9669,26.858333,-260.358704,1450.968872,107.753586,,,,,,
9670,26.861111,-260.307343,1450.547852,107.900146,,,,,,
9671,26.863889,-260.286926,1451.238403,109.670082,,,,,,
9672,26.866667,-260.28537,1451.237793,109.666176,,,,,,
9673,26.869444,-260.290314,1451.247803,109.666359,,,,,,
9674,26.872222,-260.296265,1451.251099,109.673088,,,,,,
9675,26.875,-260.296692,1451.254761,109.673187,,,,,,
9676,26.877778,-260.303986,1451.255737,109.663559,,,,,,
9677,26.880556,-260.306671,1451.252197,109.66526,,,,,,
9678,26.883333,-260.328766,1450.567749,107.904076,,,,,,
9679,26.886111,-260.34024,1450.56543,107.904587,,,,,,
9680,26.888889,-260.339752,1450.567017,107.906044,,,,,,
9681,26.891667,-260.405151,1450.630615,108.051994,,,,,,
9682,26.894444,-260.407288,1450.6427,108.052536,,,,,,
9683,26.897222,-260.472015,1450.62146,108.067574,,,,,,
9684,26.9,-260.475281,1450.613892,108.080132,,,,,,
9685,26.902778,-260.457977,1450.751709,108.032829,,,,,,
9686,26.905556,-260.481659,1450.625977,108.072441,,,,,,
9687,26.908333,-260.464569,1450.751099,108.02803,-21.717651,16.023445,-66.441505,-274.097687,1353.631226,110.693947
9688,26.911111,-259.208038,1449.517944,109.53421,-21.727001,16.008394,-66.481384,-274.068207,1353.630005,110.694321
9689,26.913889,-259.204651,1449.512207,109.538063,,,,,,
9690,26.916667,-260.471313,1450.75415,108.042564,-21.769794,15.958606,-66.349258,-274.050568,1353.622437,110.690994
9691,26.919444,-260.480011,1450.759033,108.051506,168.508011,1.281137,-127.849464,-277.604584,1351.925537,110.130028
9692,26.922222,-260.480408,1450.762695,108.047424,168.479111,0.950158,-127.674217,-277.498108,1351.938843,110.159821
9693,26.925,-260.477234,1450.753174,108.05455,-21.64855,15.888536,-66.50988,-273.99054,1353.606812,110.692398
9694,26.927778,-260.370544,1450.525513,108.252029,-21.652002,15.945138,-66.431511,-274.000275,1353.590332,110.682175
9695,26.930556,-260.478485,1450.753052,108.051834,-21.581589,15.919871,-66.366364,-273.987427,1353.56665,110.665924
9696,26.933333,-260.487854,1450.734619,108.051239,-21.519781,15.837659,-66.300385,-273.976166,1353.556274,110.638382
9697,26.936111,-260.565155,1450.987671,109.531311,-21.472397,15.832104,-66.244225,-273.962311,1353.555786,110.653587
9698,26.938889,-260.451141,1451.231934,109.702652,-21.462023,15.836668,-66.149025,-273.962372,1353.539795,110.647995
9699,26.941667,-260.371613,1451.225464,109.677925,,,,,,
9700,26.944444,-260.407776,1451.245605,109.713989,,,,,,
9701,26.947222,-260.407043,1451.244751,109.722565,,,,,,
9702,26.95,-260.305267,1451.217407,109.632538,,,,,,
9703,26.952778,-260.422455,1451.258057,109.723213,-29.625034,22.856932,-53.621006,-274.822632,1353.200562,107.435059
9704,26.955556,-260.41333,1451.261597,109.721603,,,,,,
9705,26.958333,-260.409241,1451.263916,109.723442,,,,,,
9706,26.961111,-260.36026,1451.247803,109.685944,,,,,,
9707,26.963889,-260.416382,1451.250244,109.724457,,,,,,
9708,26.966667,-260.412415,1451.246704,109.718483,-29.553761,22.646559,-53.295425,-274.780487,1353.133545,107.391808
9709,26.969444,-260.426636,1451.234253,109.710464,,,,,,
9710,26.972222,-260.422974,1451.239136,109.718842,-29.537758,22.550871,-53.204105,-274.771973,1353.086792,107.378372
9711,26.975,-260.377411,1451.226685,109.69149,-21.302263,15.707123,-65.673279,-273.838348,1353.356812,110.61869
9712,26.977778,-260.421295,1451.229736,109.721069,-21.304213,15.587902,-65.616051,-273.812225,1353.365967,110.588036
9713,26.980556,-260.427307,1451.228638,109.736046,-21.325422,15.662305,-65.609009,-273.810944,1353.34082,110.588058
9714,26.983333,-260.573456,1451.204956,109.635193,-21.362305,15.631782,-65.635704,-273.783203,1353.329224,110.602913
9715,26.986111,-260.517365,1451.209106,109.678535,-21.338272,15.56268,-65.556473,-273.758911,1353.333862,110.619347
